method,candidate_type,pr_auc,roc_auc,brier_score,best_fusion,selected_overall
metadata_only,base_model,0.0236266386,0.7618131074,0.002642214474,False,False
image_only,base_model,0.05317113819,0.906433691,0.1100009909,False,False
simple_average,fusion,0.07730007268,0.9080853313,0.02897314748,True,True
weighted_average,fusion,0.04442775497,0.8894426755,0.01693262598,False,False
logistic_stacking,fusion,0.06390543226,0.8995592328,0.002589032203,False,False
interaction_stacking,fusion,0.05079306513,0.8984483329,0.002587534556,False,False
