stage,stage_epoch,total_epoch,train_loss
warmup,1,1,0.8429689239779471
warmup,2,2,0.7839420989762105
fine_tune,1,3,0.7894872005858933
fine_tune,2,4,0.7439403530995737
fine_tune,3,5,0.7132822755085702
fine_tune,4,6,0.6853169280709527
fine_tune,5,7,0.6670382832040328
fine_tune,6,8,0.6603636625515694
fine_tune,7,9,0.6442656370038315
fine_tune,8,10,0.6148335110538544
